CustomerID,ProductID,ProductName,Category,PurchaseAmount,PurchaseDate
326,49,Day Automotive,Automotive,169.88,2024-06-08
735,27,Station Automotive,Automotive,661.96,2023-11-29
663,26,Until Books,Books,666.09,2024-02-07
82,8,Learn Beauty,Health & Beauty,326.83,2024-08-07
727,27,Station Automotive,Automotive,185.53,2023-10-31
384,42,Reality Games,Toys & Games,63.02,2023-09-15
287,23,Interview Games,Toys & Games,192.02,2024-12-04
939,23,Interview Games,Toys & Games,47.92,2023-12-06
836,37,Stuff Electronics,Electronics,125.88,2023-11-15
174,18,Usually Beauty,Health & Beauty,543.24,2024-02-03
347,34,Special Clothing,Clothing,33.06,2024-08-18
738,37,Stuff Electronics,Electronics,691.63,2024-07-21
698,31,Out Clothing,Clothing,39.14,2024-03-29
708,37,Stuff Electronics,Electronics,74.73,2024-08-19
504,3,Item Books,Books,666.26,2023-08-03
514,32,Improve Books,Books,614.94,2023-03-22
776,33,Or Supplies,Pet Supplies,422.4,2023-05-14
791,12,Traditional Outdoors,Sports & Outdoors,39.64,2023-09-07
31,13,Party Beauty,Health & Beauty,491.27,2023-09-25
609,11,Kid Electronics,Electronics,574.86,2024-07-29
100,16,Cover Electronics,Electronics,276.55,2023-11-08
859,45,Customer Grocery,Grocery,410.3,2023-11-02
55,41,Tv Games,Toys & Games,695.95,2023-02-22
744,9,Finish Electronics,Electronics,72.69,2024-03-17
49,24,Quite Automotive,Automotive,16.74,2023-10-02
816,1,Difficult Electronics,Electronics,22.83,2024-06-12
954,22,Beautiful Supplies,Pet Supplies,281.44,2024-03-12
168,39,How Beauty,Health & Beauty,104.78,2024-05-21
254,1,Difficult Electronics,Electronics,195.69,2024-11-23
86,1,Difficult Electronics,Electronics,80.87,2023-06-21
639,43,Analysis Grocery,Grocery,148.3,2023-01-18
460,8,Learn Beauty,Health & Beauty,204.13,2024-12-01
789,48,Foreign Books,Books,95.41,2023-04-02
565,25,Relationship Supplies,Pet Supplies,15.09,2024-08-03
123,24,Quite Automotive,Automotive,119.23,2024-10-06
176,43,Analysis Grocery,Grocery,93.96,2024-01-14
583,30,Measure Games,Toys & Games,282.16,2023-07-26
391,50,Child Supplies,Pet Supplies,108.49,2024-03-26
163,2,Great Supplies,Pet Supplies,54.21,2024-06-22
173,37,Stuff Electronics,Electronics,459.71,2024-10-13
455,47,Stand Electronics,Electronics,415.45,2023-10-03
471,46,Myself Grocery,Grocery,660.34,2024-09-24
666,30,Measure Games,Toys & Games,401.53,2023-04-23
3,13,Party Beauty,Health & Beauty,558.84,2023-08-09
493,31,Out Clothing,Clothing,498.6,2023-10-14
817,41,Tv Games,Toys & Games,411.31,2024-12-25
803,21,Campaign Grocery,Grocery,96.34,2023-05-23
838,22,Beautiful Supplies,Pet Supplies,681.74,2024-11-15
628,48,Foreign Books,Books,159.55,2023-12-17
579,36,Nothing Books,Books,185.52,2023-11-07
769,17,Officer Outdoors,Sports & Outdoors,127.2,2024-10-17
947,42,Reality Games,Toys & Games,626.31,2023-10-01
681,10,Blue Clothing,Clothing,21.82,2023-02-02
648,35,Thousand Grocery,Grocery,16.65,2024-08-03
152,45,Customer Grocery,Grocery,296.66,2024-07-24
502,40,Response Beauty,Health & Beauty,143.59,2023-07-08
625,28,Well Beauty,Health & Beauty,448.5,2023-12-22
859,47,Stand Electronics,Electronics,423.63,2023-06-18
968,36,Nothing Books,Books,165.24,2023-08-12
522,2,Great Supplies,Pet Supplies,80.17,2024-08-24
143,46,Myself Grocery,Grocery,187.85,2023-01-04
899,49,Day Automotive,Automotive,144.15,2024-11-03
422,13,Party Beauty,Health & Beauty,150.43,2023-11-16
983,10,Blue Clothing,Clothing,613.3,2024-09-26
983,4,Thousand Kitchen,Home & Kitchen,480.5,2024-06-27
296,38,Trouble Games,Toys & Games,72.66,2024-06-17
970,41,Tv Games,Toys & Games,626.78,2024-08-10
799,25,Relationship Supplies,Pet Supplies,10.79,2024-11-20
605,32,Improve Books,Books,147.19,2024-07-22
982,18,Usually Beauty,Health & Beauty,160.89,2023-12-02
791,22,Beautiful Supplies,Pet Supplies,27.21,2023-01-01
807,48,Foreign Books,Books,40.79,2024-04-30
645,36,Nothing Books,Books,230.54,2023-02-28
426,23,Interview Games,Toys & Games,74.84,2024-12-25
412,34,Special Clothing,Clothing,191.05,2024-06-23
56,45,Customer Grocery,Grocery,235.55,2023-04-23
841,40,Response Beauty,Health & Beauty,568.96,2023-12-19
693,40,Response Beauty,Health & Beauty,332.76,2023-05-01
777,38,Trouble Games,Toys & Games,93.8,2024-12-14
93,40,Response Beauty,Health & Beauty,93.15,2023-01-13
932,28,Well Beauty,Health & Beauty,430.05,2023-03-10
916,44,Better Kitchen,Home & Kitchen,471.92,2024-09-27
477,17,Officer Outdoors,Sports & Outdoors,662.31,2023-04-20
546,19,Large Electronics,Electronics,535.78,2023-12-28
656,25,Relationship Supplies,Pet Supplies,17.71,2023-09-01
135,27,Station Automotive,Automotive,7.74,2023-04-13
126,43,Analysis Grocery,Grocery,398.38,2023-03-03
494,1,Difficult Electronics,Electronics,264.11,2023-08-08
761,34,Special Clothing,Clothing,48.54,2023-12-18
863,17,Officer Outdoors,Sports & Outdoors,341.19,2024-04-14
416,10,Blue Clothing,Clothing,465.01,2024-09-11
2,47,Stand Electronics,Electronics,20.95,2023-06-05
747,19,Large Electronics,Electronics,136.12,2024-09-14
517,11,Kid Electronics,Electronics,311.23,2023-06-12
836,6,Teach Beauty,Health & Beauty,143.03,2024-10-30
828,30,Measure Games,Toys & Games,692.95,2023-12-17
802,8,Learn Beauty,Health & Beauty,489.55,2024-09-03
454,10,Blue Clothing,Clothing,650.8,2023-09-26
69,15,Again Electronics,Electronics,162.19,2023-12-09
226,23,Interview Games,Toys & Games,405.34,2024-11-27
606,20,Much Supplies,Pet Supplies,659.19,2023-10-28
762,48,Foreign Books,Books,588.92,2023-08-31
236,33,Or Supplies,Pet Supplies,488.92,2024-11-20
97,30,Measure Games,Toys & Games,148.97,2024-02-06
862,26,Until Books,Books,427.36,2023-12-01
492,37,Stuff Electronics,Electronics,311.16,2023-03-27
427,13,Party Beauty,Health & Beauty,435.22,2024-07-31
497,42,Reality Games,Toys & Games,40.42,2024-12-30
154,21,Campaign Grocery,Grocery,78.58,2024-01-29
359,26,Until Books,Books,357.11,2023-05-10
219,50,Child Supplies,Pet Supplies,61.11,2024-10-24
848,40,Response Beauty,Health & Beauty,410.16,2023-05-10
846,21,Campaign Grocery,Grocery,57.45,2024-04-02
149,29,Back Automotive,Automotive,251.56,2023-09-01
588,50,Child Supplies,Pet Supplies,454.36,2024-01-20
83,14,Work Grocery,Grocery,11.83,2023-07-06
596,17,Officer Outdoors,Sports & Outdoors,494.53,2024-02-11
573,25,Relationship Supplies,Pet Supplies,41.36,2023-02-25
479,36,Nothing Books,Books,681.31,2023-02-12
514,1,Difficult Electronics,Electronics,687.78,2024-03-02
412,4,Thousand Kitchen,Home & Kitchen,160.31,2023-10-17
575,14,Work Grocery,Grocery,111.88,2024-03-03
378,2,Great Supplies,Pet Supplies,461.88,2023-03-29
390,17,Officer Outdoors,Sports & Outdoors,397.1,2023-07-18
393,41,Tv Games,Toys & Games,18.69,2024-09-28
11,29,Back Automotive,Automotive,302.11,2023-06-20
282,11,Kid Electronics,Electronics,35.31,2024-04-11
843,42,Reality Games,Toys & Games,79.95,2024-04-05
680,32,Improve Books,Books,74.02,2024-01-11
190,17,Officer Outdoors,Sports & Outdoors,626.45,2024-12-12
197,18,Usually Beauty,Health & Beauty,472.7,2024-03-13
512,37,Stuff Electronics,Electronics,181.34,2023-03-09
43,45,Customer Grocery,Grocery,550.09,2023-10-30
1000,34,Special Clothing,Clothing,475.72,2023-02-26
659,9,Finish Electronics,Electronics,45.79,2023-04-15
210,40,Response Beauty,Health & Beauty,82.79,2023-08-21
620,30,Measure Games,Toys & Games,301.05,2023-03-27
543,21,Campaign Grocery,Grocery,622.28,2024-11-09
23,46,Myself Grocery,Grocery,477.49,2023-08-07
744,9,Finish Electronics,Electronics,17.17,2024-05-27
913,13,Party Beauty,Health & Beauty,645.42,2023-05-14
414,30,Measure Games,Toys & Games,567.33,2023-02-12
414,35,Thousand Grocery,Grocery,475.03,2023-06-08
939,2,Great Supplies,Pet Supplies,47.09,2024-08-10
188,11,Kid Electronics,Electronics,339.32,2024-02-08
648,47,Stand Electronics,Electronics,29.34,2023-08-30
303,12,Traditional Outdoors,Sports & Outdoors,560.81,2024-08-05
124,49,Day Automotive,Automotive,699.36,2024-12-31
525,18,Usually Beauty,Health & Beauty,34.09,2023-05-11
554,6,Teach Beauty,Health & Beauty,387.53,2023-04-19
687,46,Myself Grocery,Grocery,143.64,2024-01-22
720,42,Reality Games,Toys & Games,483.35,2023-06-29
818,6,Teach Beauty,Health & Beauty,139.15,2023-11-01
529,27,Station Automotive,Automotive,162.2,2024-02-12
32,22,Beautiful Supplies,Pet Supplies,85.63,2024-06-16
535,3,Item Books,Books,87.54,2023-02-20
409,31,Out Clothing,Clothing,649.02,2024-05-28
500,26,Until Books,Books,158.35,2023-05-03
870,3,Item Books,Books,524.81,2023-01-13
796,21,Campaign Grocery,Grocery,265.13,2023-10-04
115,12,Traditional Outdoors,Sports & Outdoors,91.59,2023-06-24
400,2,Great Supplies,Pet Supplies,7.87,2024-09-21
964,2,Great Supplies,Pet Supplies,332.45,2023-02-10
616,29,Back Automotive,Automotive,157.66,2023-07-20
468,37,Stuff Electronics,Electronics,540.27,2024-06-15
961,35,Thousand Grocery,Grocery,145.21,2024-09-23
808,21,Campaign Grocery,Grocery,598.82,2024-10-14
650,7,Themselves Electronics,Electronics,417.28,2024-12-30
360,42,Reality Games,Toys & Games,185.45,2024-10-01
139,28,Well Beauty,Health & Beauty,495.59,2024-09-22
390,23,Interview Games,Toys & Games,381.8,2023-05-24
424,24,Quite Automotive,Automotive,369.33,2023-07-30
820,36,Nothing Books,Books,66.57,2023-08-10
711,10,Blue Clothing,Clothing,23.02,2024-09-09
334,11,Kid Electronics,Electronics,7.47,2023-02-07
960,27,Station Automotive,Automotive,45.03,2023-02-17
149,45,Customer Grocery,Grocery,342.02,2023-01-24
160,23,Interview Games,Toys & Games,428.7,2023-05-07
125,40,Response Beauty,Health & Beauty,116.79,2024-05-11
843,19,Large Electronics,Electronics,75.52,2024-08-05
462,36,Nothing Books,Books,419.84,2024-04-30
174,5,Director Electronics,Electronics,428.18,2024-12-06
833,41,Tv Games,Toys & Games,172.53,2023-05-27
428,32,Improve Books,Books,87.36,2023-02-21
335,15,Again Electronics,Electronics,27.81,2023-02-25
435,37,Stuff Electronics,Electronics,306.56,2023-04-02
780,27,Station Automotive,Automotive,79.36,2024-02-16
999,46,Myself Grocery,Grocery,400.62,2023-07-06
652,41,Tv Games,Toys & Games,268.93,2024-07-05
815,24,Quite Automotive,Automotive,75.98,2024-02-08
642,3,Item Books,Books,261.44,2023-04-13
447,11,Kid Electronics,Electronics,79.35,2023-12-22
724,39,How Beauty,Health & Beauty,314.09,2023-07-29
268,14,Work Grocery,Grocery,70.89,2024-02-26
81,45,Customer Grocery,Grocery,49.42,2024-12-03
605,29,Back Automotive,Automotive,79.19,2024-04-13
127,4,Thousand Kitchen,Home & Kitchen,95.88,2024-11-13
943,19,Large Electronics,Electronics,227.11,2023-05-08
997,8,Learn Beauty,Health & Beauty,677.25,2024-07-10
652,17,Officer Outdoors,Sports & Outdoors,486.76,2024-12-09
149,37,Stuff Electronics,Electronics,400.24,2024-07-04
731,34,Special Clothing,Clothing,62.07,2023-05-23
882,40,Response Beauty,Health & Beauty,287.64,2023-05-02
905,11,Kid Electronics,Electronics,341.67,2024-11-12
606,24,Quite Automotive,Automotive,462.68,2023-02-15
601,5,Director Electronics,Electronics,542.36,2023-11-13
817,16,Cover Electronics,Electronics,640.46,2024-11-02
437,16,Cover Electronics,Electronics,173.63,2024-02-16
821,50,Child Supplies,Pet Supplies,314.88,2023-07-13
440,44,Better Kitchen,Home & Kitchen,473.84,2023-04-25
33,37,Stuff Electronics,Electronics,46.98,2024-07-22
416,23,Interview Games,Toys & Games,475.04,2024-11-30
481,28,Well Beauty,Health & Beauty,189.24,2023-04-30
565,13,Party Beauty,Health & Beauty,67.43,2024-01-25
229,42,Reality Games,Toys & Games,148.24,2024-05-15
649,41,Tv Games,Toys & Games,170.05,2024-05-05
84,35,Thousand Grocery,Grocery,104.3,2023-08-22
953,4,Thousand Kitchen,Home & Kitchen,461.33,2024-05-03
381,14,Work Grocery,Grocery,51.79,2023-07-21
994,2,Great Supplies,Pet Supplies,60.11,2023-11-07
528,9,Finish Electronics,Electronics,42.08,2023-05-09
105,32,Improve Books,Books,214.08,2023-10-15
13,9,Finish Electronics,Electronics,67.05,2023-09-19
472,23,Interview Games,Toys & Games,181.66,2023-11-13
646,26,Until Books,Books,14.89,2023-07-15
130,26,Until Books,Books,557.91,2023-03-31
962,14,Work Grocery,Grocery,600.52,2024-04-15
925,44,Better Kitchen,Home & Kitchen,263.95,2024-05-31
796,50,Child Supplies,Pet Supplies,427.48,2024-05-29
788,38,Trouble Games,Toys & Games,535.03,2023-12-25
109,8,Learn Beauty,Health & Beauty,410.34,2023-03-04
809,26,Until Books,Books,513.17,2023-06-27
299,42,Reality Games,Toys & Games,466.83,2023-07-24
65,49,Day Automotive,Automotive,43.4,2024-11-26
76,30,Measure Games,Toys & Games,389.04,2024-04-01
602,1,Difficult Electronics,Electronics,567.64,2024-07-30
129,19,Large Electronics,Electronics,37.46,2023-05-07
522,30,Measure Games,Toys & Games,156.87,2024-07-29
977,33,Or Supplies,Pet Supplies,622.07,2024-04-08
292,44,Better Kitchen,Home & Kitchen,430.41,2023-12-30
361,32,Improve Books,Books,208.14,2024-03-06
253,4,Thousand Kitchen,Home & Kitchen,37.84,2024-10-05
939,7,Themselves Electronics,Electronics,60.75,2023-03-06
523,11,Kid Electronics,Electronics,611.37,2024-03-31
739,48,Foreign Books,Books,625.79,2024-09-20
205,16,Cover Electronics,Electronics,114.48,2024-01-10
765,23,Interview Games,Toys & Games,482.24,2023-09-09
644,1,Difficult Electronics,Electronics,359.85,2024-07-31
343,10,Blue Clothing,Clothing,460.45,2024-01-10
541,28,Well Beauty,Health & Beauty,98.54,2024-05-06
634,50,Child Supplies,Pet Supplies,18.09,2024-09-12
224,31,Out Clothing,Clothing,42.6,2024-05-23
332,7,Themselves Electronics,Electronics,425.87,2024-11-24
464,36,Nothing Books,Books,55.78,2023-01-29
468,42,Reality Games,Toys & Games,413.41,2024-10-14
595,46,Myself Grocery,Grocery,522.6,2023-01-06
356,36,Nothing Books,Books,330.62,2023-05-09
25,41,Tv Games,Toys & Games,468.19,2024-09-29
460,23,Interview Games,Toys & Games,408.99,2023-10-23
221,12,Traditional Outdoors,Sports & Outdoors,546.1,2024-07-10
257,40,Response Beauty,Health & Beauty,51.13,2024-03-11
133,1,Difficult Electronics,Electronics,128.4,2023-06-07
749,24,Quite Automotive,Automotive,554.02,2023-02-15
137,5,Director Electronics,Electronics,235.12,2024-12-11
331,27,Station Automotive,Automotive,621.82,2024-01-25
923,32,Improve Books,Books,360.17,2023-03-03
509,26,Until Books,Books,575.22,2024-04-01
773,45,Customer Grocery,Grocery,634.58,2023-02-24
541,13,Party Beauty,Health & Beauty,186.83,2023-06-17
9,14,Work Grocery,Grocery,289.56,2024-02-21
318,31,Out Clothing,Clothing,138.25,2024-11-28
99,25,Relationship Supplies,Pet Supplies,216.26,2024-08-21
432,49,Day Automotive,Automotive,344.55,2023-08-04
850,45,Customer Grocery,Grocery,283.89,2024-09-12
317,48,Foreign Books,Books,643.22,2023-09-21
558,6,Teach Beauty,Health & Beauty,691.86,2023-02-20
619,44,Better Kitchen,Home & Kitchen,129.7,2023-01-06
580,35,Thousand Grocery,Grocery,112.64,2023-10-23
458,16,Cover Electronics,Electronics,152.98,2024-12-23
685,40,Response Beauty,Health & Beauty,122.63,2024-12-28
7,50,Child Supplies,Pet Supplies,618.05,2023-07-21
195,12,Traditional Outdoors,Sports & Outdoors,433.06,2024-08-10
9,18,Usually Beauty,Health & Beauty,388.18,2023-10-09
70,39,How Beauty,Health & Beauty,107.22,2023-02-22
815,23,Interview Games,Toys & Games,78.58,2023-09-26
430,44,Better Kitchen,Home & Kitchen,200.46,2024-08-31
385,12,Traditional Outdoors,Sports & Outdoors,669.56,2023-12-13
826,36,Nothing Books,Books,642.86,2023-04-14
282,24,Quite Automotive,Automotive,61.98,2024-02-15
958,49,Day Automotive,Automotive,582.02,2023-12-29
956,47,Stand Electronics,Electronics,489.39,2023-08-27
339,20,Much Supplies,Pet Supplies,656.08,2024-12-03
864,11,Kid Electronics,Electronics,410.16,2023-04-19
622,18,Usually Beauty,Health & Beauty,460.92,2023-01-27
768,12,Traditional Outdoors,Sports & Outdoors,117.37,2023-09-19
313,8,Learn Beauty,Health & Beauty,146.94,2024-06-22
842,43,Analysis Grocery,Grocery,646.64,2024-08-06
736,48,Foreign Books,Books,555.15,2023-12-11
465,49,Day Automotive,Automotive,275.94,2024-12-26
562,17,Officer Outdoors,Sports & Outdoors,423.37,2023-12-27
591,25,Relationship Supplies,Pet Supplies,499.16,2024-06-20
815,46,Myself Grocery,Grocery,80.04,2023-07-20
947,33,Or Supplies,Pet Supplies,485.47,2024-04-06
5,17,Officer Outdoors,Sports & Outdoors,179.74,2023-05-18
439,36,Nothing Books,Books,94.67,2024-06-02
265,11,Kid Electronics,Electronics,694.32,2023-10-24
143,47,Stand Electronics,Electronics,188.25,2024-12-14
608,24,Quite Automotive,Automotive,312.5,2023-04-08
492,50,Child Supplies,Pet Supplies,488.67,2024-08-20
501,8,Learn Beauty,Health & Beauty,112.68,2024-11-13
337,9,Finish Electronics,Electronics,468.25,2023-04-26
114,33,Or Supplies,Pet Supplies,173.16,2024-11-18
249,40,Response Beauty,Health & Beauty,70.25,2023-02-27
474,5,Director Electronics,Electronics,448.39,2024-08-01
588,45,Customer Grocery,Grocery,231.09,2024-01-19
382,22,Beautiful Supplies,Pet Supplies,622.97,2024-10-28
471,8,Learn Beauty,Health & Beauty,526.36,2023-07-12
238,17,Officer Outdoors,Sports & Outdoors,550.1,2024-05-06
396,47,Stand Electronics,Electronics,93.64,2024-06-24
224,19,Large Electronics,Electronics,36.46,2024-12-30
318,32,Improve Books,Books,102.86,2024-12-03
315,42,Reality Games,Toys & Games,16.88,2024-04-02
611,36,Nothing Books,Books,441.92,2023-05-16
122,46,Myself Grocery,Grocery,49.16,2023-03-24
800,15,Again Electronics,Electronics,693.46,2023-04-20
182,11,Kid Electronics,Electronics,338.39,2023-02-22
36,17,Officer Outdoors,Sports & Outdoors,35.98,2023-04-10
839,23,Interview Games,Toys & Games,179.01,2023-01-30
338,27,Station Automotive,Automotive,209.15,2024-08-07
277,12,Traditional Outdoors,Sports & Outdoors,517.39,2023-09-24
734,1,Difficult Electronics,Electronics,112.99,2023-02-03
57,41,Tv Games,Toys & Games,118.48,2024-06-09
641,22,Beautiful Supplies,Pet Supplies,475.79,2023-09-02
163,25,Relationship Supplies,Pet Supplies,45.29,2023-08-14
525,47,Stand Electronics,Electronics,57.3,2023-07-18
90,32,Improve Books,Books,14.05,2023-07-07
8,33,Or Supplies,Pet Supplies,547.7,2024-05-07
923,18,Usually Beauty,Health & Beauty,495.74,2023-12-14
844,46,Myself Grocery,Grocery,185.01,2024-02-19
812,14,Work Grocery,Grocery,666.66,2023-08-08
54,27,Station Automotive,Automotive,377.04,2024-08-25
799,45,Customer Grocery,Grocery,80.92,2023-04-21
1000,19,Large Electronics,Electronics,363.14,2023-10-29
117,9,Finish Electronics,Electronics,643.74,2024-09-02
491,5,Director Electronics,Electronics,123.51,2024-10-25
492,42,Reality Games,Toys & Games,295.99,2023-01-05
872,50,Child Supplies,Pet Supplies,585.56,2023-03-05
37,44,Better Kitchen,Home & Kitchen,494.27,2023-07-26
179,39,How Beauty,Health & Beauty,255.43,2024-11-29
819,38,Trouble Games,Toys & Games,485.33,2024-03-12
372,12,Traditional Outdoors,Sports & Outdoors,51.03,2023-09-28
894,37,Stuff Electronics,Electronics,536.53,2024-12-24
274,5,Director Electronics,Electronics,70.85,2024-12-19
597,40,Response Beauty,Health & Beauty,98.58,2023-04-28
894,15,Again Electronics,Electronics,403.7,2024-09-04
757,29,Back Automotive,Automotive,399.01,2023-08-13
567,33,Or Supplies,Pet Supplies,134.98,2024-03-19
345,30,Measure Games,Toys & Games,244.83,2024-09-20
349,42,Reality Games,Toys & Games,145.73,2023-12-13
409,10,Blue Clothing,Clothing,499.28,2023-03-18
494,30,Measure Games,Toys & Games,471.37,2023-02-01
398,47,Stand Electronics,Electronics,49.74,2024-12-12
717,16,Cover Electronics,Electronics,281.47,2023-10-09
851,21,Campaign Grocery,Grocery,550.55,2024-05-12
316,28,Well Beauty,Health & Beauty,25.58,2024-04-26
77,40,Response Beauty,Health & Beauty,78.91,2023-08-17
720,28,Well Beauty,Health & Beauty,461.19,2024-07-25
839,45,Customer Grocery,Grocery,193.93,2024-08-28
440,30,Measure Games,Toys & Games,632.86,2023-10-09
787,42,Reality Games,Toys & Games,666.63,2024-09-20
944,37,Stuff Electronics,Electronics,6.79,2024-06-04
929,22,Beautiful Supplies,Pet Supplies,118.18,2024-08-08
497,39,How Beauty,Health & Beauty,6.71,2023-10-30
490,40,Response Beauty,Health & Beauty,393.73,2023-03-12
209,39,How Beauty,Health & Beauty,132.5,2024-12-25
883,48,Foreign Books,Books,639.95,2023-02-08
374,18,Usually Beauty,Health & Beauty,670.6,2024-03-24
357,39,How Beauty,Health & Beauty,161.18,2024-10-29
216,46,Myself Grocery,Grocery,358.49,2024-12-17
244,6,Teach Beauty,Health & Beauty,429.58,2024-09-12
940,4,Thousand Kitchen,Home & Kitchen,585.58,2023-12-06
444,27,Station Automotive,Automotive,77.71,2024-10-23
884,42,Reality Games,Toys & Games,84.37,2024-12-30
138,46,Myself Grocery,Grocery,278.06,2023-08-07
314,43,Analysis Grocery,Grocery,468.3,2024-04-30
585,35,Thousand Grocery,Grocery,461.99,2023-04-13
319,45,Customer Grocery,Grocery,22.06,2023-05-10
924,4,Thousand Kitchen,Home & Kitchen,120.27,2024-04-17
544,41,Tv Games,Toys & Games,34.09,2023-09-26
893,2,Great Supplies,Pet Supplies,421.46,2024-12-14
901,1,Difficult Electronics,Electronics,148.75,2024-08-09
351,27,Station Automotive,Automotive,501.05,2024-04-27
102,7,Themselves Electronics,Electronics,125.71,2023-01-24
768,7,Themselves Electronics,Electronics,182.12,2024-12-07
515,43,Analysis Grocery,Grocery,462.2,2024-10-11
563,4,Thousand Kitchen,Home & Kitchen,59.17,2024-08-06
588,38,Trouble Games,Toys & Games,248.98,2023-02-22
508,40,Response Beauty,Health & Beauty,54.81,2023-10-28
687,27,Station Automotive,Automotive,114.21,2024-12-30
816,17,Officer Outdoors,Sports & Outdoors,69.82,2023-02-05
831,21,Campaign Grocery,Grocery,147.09,2023-10-11
95,46,Myself Grocery,Grocery,111.69,2024-01-26
349,32,Improve Books,Books,81.08,2024-02-11
206,8,Learn Beauty,Health & Beauty,292.42,2023-03-07
528,40,Response Beauty,Health & Beauty,40.35,2024-08-14
26,3,Item Books,Books,87.91,2023-07-03
144,27,Station Automotive,Automotive,323.42,2023-04-10
