CustomerID,ProductID,ProductName,Category,PurchaseAmount,PurchaseDate
448,19,Food Electronics,Electronics,247.47,2024-02-25
191,25,Couple Games,Toys & Games,38.68,2023-05-16
194,49,Former Grocery,Grocery,130.2,2024-03-03
68,15,Role Beauty,Health & Beauty,109.03,2023-03-21
380,32,Pressure Grocery,Grocery,339.15,2023-03-23
491,31,Evening Beauty,Health & Beauty,125.28,2023-09-18
77,9,Health Clothing,Clothing,38.03,2023-08-03
291,2,Role Electronics,Electronics,263.43,2023-12-21
22,6,Himself Kitchen,Home & Kitchen,108.17,2023-02-25
174,49,Former Grocery,Grocery,50.68,2024-01-08
132,30,Expect Books,Books,54.88,2024-12-08
138,9,Health Clothing,Clothing,65.32,2024-04-19
428,27,Affect Supplies,Pet Supplies,61.2,2023-12-01
227,2,Role Electronics,Electronics,150.03,2024-11-28
309,36,Citizen Beauty,Health & Beauty,285.6,2024-03-09
357,37,Down Electronics,Electronics,194.67,2024-05-16
168,22,But Grocery,Grocery,58.14,2024-10-18
204,32,Pressure Grocery,Grocery,335.5,2023-08-10
191,1,Smile Automotive,Automotive,36.74,2023-12-11
237,4,Worker Electronics,Electronics,353.35,2024-05-06
146,24,Sign Supplies,Pet Supplies,19.29,2024-05-29
341,29,Worker Beauty,Health & Beauty,189.29,2024-10-22
24,23,Line Kitchen,Home & Kitchen,31.69,2024-01-04
381,38,Important Clothing,Clothing,39.28,2023-12-05
78,26,Last Supplies,Pet Supplies,18.58,2024-01-18
121,25,Couple Games,Toys & Games,11.58,2024-11-10
215,25,Couple Games,Toys & Games,277.39,2023-01-10
187,24,Sign Supplies,Pet Supplies,25.66,2024-08-04
52,10,Police Clothing,Clothing,165.81,2023-09-24
383,17,Management Electronics,Electronics,120.81,2023-07-30
143,43,Over Games,Toys & Games,247.28,2024-06-29
143,12,Manager Outdoors,Sports & Outdoors,113.13,2023-04-09
11,15,Role Beauty,Health & Beauty,163.92,2024-02-02
184,42,Accept Books,Books,27.22,2024-08-11
236,19,Food Electronics,Electronics,416.67125,2023-03-04
440,22,But Grocery,Grocery,143.8,2024-09-20
322,10,Police Clothing,Clothing,20.33,2024-04-18
252,33,First Clothing,Clothing,245.58,2023-11-06
456,39,Television Books,Books,25.85,2023-05-20
82,22,But Grocery,Grocery,26.02,2024-03-24
196,44,Around Outdoors,Sports & Outdoors,29.13,2023-08-29
463,37,Down Electronics,Electronics,164.78,2023-01-17
441,15,Role Beauty,Health & Beauty,38.66,2023-04-24
137,37,Down Electronics,Electronics,286.85,2024-01-06
382,28,Voice Automotive,Automotive,36.72,2023-03-06
485,4,Worker Electronics,Electronics,416.67125,2024-12-27
277,25,Couple Games,Toys & Games,416.67125,2024-07-30
10,50,Relate Grocery,Grocery,10.95,2023-11-14
383,8,Build Outdoors,Sports & Outdoors,197.19,2023-05-20
277,22,But Grocery,Grocery,307.86,2024-07-28
381,2,Role Electronics,Electronics,182.43,2024-04-18
364,40,Guess Games,Toys & Games,25.4,2024-08-04
26,24,Sign Supplies,Pet Supplies,416.67125,2024-07-31
143,41,Cold Clothing,Clothing,216.16,2024-03-30
426,40,Guess Games,Toys & Games,97.23,2023-07-23
66,25,Couple Games,Toys & Games,172.03,2024-12-11
481,29,Worker Beauty,Health & Beauty,283.43,2023-10-22
329,4,Worker Electronics,Electronics,137.82,2023-02-06
123,9,Health Clothing,Clothing,32.16,2024-11-25
325,22,But Grocery,Grocery,40.22,2023-05-15
390,23,Line Kitchen,Home & Kitchen,51.2,2023-11-23
432,24,Sign Supplies,Pet Supplies,44.4,2024-08-30
58,40,Guess Games,Toys & Games,94.17,2023-11-21
389,24,Sign Supplies,Pet Supplies,377.15,2024-09-02
157,38,Important Clothing,Clothing,160.39,2023-12-17
112,35,Seven Kitchen,Home & Kitchen,185.27,2023-11-20
190,6,Himself Kitchen,Home & Kitchen,44.98,2024-05-24
87,18,Police Outdoors,Sports & Outdoors,26.22,2023-05-06
129,49,Former Grocery,Grocery,211.03,2024-08-27
434,9,Health Clothing,Clothing,23.53,2023-02-02
389,49,Former Grocery,Grocery,416.67125,2024-11-06
165,19,Food Electronics,Electronics,416.67125,2024-01-28
381,44,Around Outdoors,Sports & Outdoors,12.56,2023-01-28
107,49,Former Grocery,Grocery,251.66,2023-01-09
63,50,Relate Grocery,Grocery,86.53,2023-07-31
249,39,Television Books,Books,14.97,2024-04-13
404,45,Father Electronics,Electronics,168.46,2023-07-10
223,22,But Grocery,Grocery,318.69,2023-03-23
254,31,Evening Beauty,Health & Beauty,155.54,2024-05-15
453,33,First Clothing,Clothing,97.0,2024-08-24
142,32,Pressure Grocery,Grocery,271.34,2023-07-25
268,33,First Clothing,Clothing,297.93,2024-07-22
84,37,Down Electronics,Electronics,90.91,2023-07-05
70,6,Himself Kitchen,Home & Kitchen,33.64,2023-04-19
312,4,Worker Electronics,Electronics,367.96,2023-02-19
496,39,Television Books,Books,336.9,2024-01-19
392,12,Manager Outdoors,Sports & Outdoors,45.93,2024-03-24
107,17,Management Electronics,Electronics,391.37,2023-02-26
118,2,Role Electronics,Electronics,109.6,2024-09-14
129,15,Role Beauty,Health & Beauty,134.0,2024-09-05
39,16,Miss Outdoors,Sports & Outdoors,30.78,2023-11-22
321,10,Police Clothing,Clothing,207.99,2023-05-03
479,25,Couple Games,Toys & Games,18.54,2023-10-29
437,25,Couple Games,Toys & Games,416.67125,2023-08-12
291,17,Management Electronics,Electronics,122.07,2023-09-09
63,26,Last Supplies,Pet Supplies,92.6,2024-02-01
77,14,Full Kitchen,Home & Kitchen,20.39,2024-02-19
278,24,Sign Supplies,Pet Supplies,126.98,2024-10-07
304,19,Food Electronics,Electronics,48.77,2023-04-11
467,22,But Grocery,Grocery,46.78,2023-04-14
277,37,Down Electronics,Electronics,416.67125,2024-07-13
500,19,Food Electronics,Electronics,277.36,2023-01-04
260,16,Miss Outdoors,Sports & Outdoors,232.79,2024-07-29
398,19,Food Electronics,Electronics,294.24,2023-09-21
28,50,Relate Grocery,Grocery,27.72,2024-05-20
218,2,Role Electronics,Electronics,37.35,2024-08-04
475,3,Create Supplies,Pet Supplies,15.21,2023-02-03
96,43,Over Games,Toys & Games,101.84,2023-09-09
130,37,Down Electronics,Electronics,194.08,2023-09-16
142,31,Evening Beauty,Health & Beauty,205.21,2024-05-20
338,43,Over Games,Toys & Games,114.25,2024-09-03
225,14,Full Kitchen,Home & Kitchen,416.67125,2023-05-04
34,14,Full Kitchen,Home & Kitchen,42.76,2024-05-08
269,29,Worker Beauty,Health & Beauty,87.96,2024-11-22
226,31,Evening Beauty,Health & Beauty,274.81,2024-11-29
124,23,Line Kitchen,Home & Kitchen,88.37,2023-05-12
482,26,Last Supplies,Pet Supplies,273.38,2024-03-24
209,41,Cold Clothing,Clothing,140.63,2024-10-26
428,13,Different Kitchen,Home & Kitchen,96.67,2023-07-21
339,2,Role Electronics,Electronics,7.45,2023-05-24
42,6,Himself Kitchen,Home & Kitchen,404.91,2024-06-05
165,22,But Grocery,Grocery,403.36,2024-08-20
477,3,Create Supplies,Pet Supplies,174.66,2024-02-15
110,4,Worker Electronics,Electronics,404.08,2024-04-27
234,14,Full Kitchen,Home & Kitchen,195.2,2024-08-18
39,27,Affect Supplies,Pet Supplies,18.75,2024-06-17
227,23,Line Kitchen,Home & Kitchen,146.34,2024-05-31
431,10,Police Clothing,Clothing,147.58,2023-06-14
49,25,Couple Games,Toys & Games,209.6,2024-12-22
299,50,Relate Grocery,Grocery,39.5,2023-05-13
137,17,Management Electronics,Electronics,273.98,2024-01-23
189,22,But Grocery,Grocery,270.57,2023-02-21
211,49,Former Grocery,Grocery,32.73,2023-02-28
323,9,Health Clothing,Clothing,91.37,2024-12-29
192,5,Foreign Outdoors,Sports & Outdoors,17.26,2023-03-18
360,32,Pressure Grocery,Grocery,416.67125,2023-07-20
218,22,But Grocery,Grocery,18.7,2023-09-12
442,33,First Clothing,Clothing,28.06,2024-01-10
241,5,Foreign Outdoors,Sports & Outdoors,44.69,2024-12-22
217,22,But Grocery,Grocery,269.39,2024-10-05
170,26,Last Supplies,Pet Supplies,36.83,2023-06-03
217,29,Worker Beauty,Health & Beauty,77.43,2023-01-06
342,23,Line Kitchen,Home & Kitchen,30.6,2023-11-03
151,12,Manager Outdoors,Sports & Outdoors,14.5,2023-10-04
33,50,Relate Grocery,Grocery,17.58,2024-01-16
323,5,Foreign Outdoors,Sports & Outdoors,40.65,2023-02-20
23,32,Pressure Grocery,Grocery,95.1,2023-09-12
290,29,Worker Beauty,Health & Beauty,76.75,2023-05-20
389,36,Citizen Beauty,Health & Beauty,105.73,2023-09-13
92,35,Seven Kitchen,Home & Kitchen,43.98,2023-12-04
192,50,Relate Grocery,Grocery,28.14,2023-03-05
215,17,Management Electronics,Electronics,416.67125,2023-11-06
21,22,But Grocery,Grocery,293.95,2023-11-16
30,9,Health Clothing,Clothing,45.92,2023-05-22
130,44,Around Outdoors,Sports & Outdoors,368.9,2023-07-25
9,21,Move Automotive,Automotive,140.59,2023-08-27
152,28,Voice Automotive,Automotive,213.54,2024-06-03
145,2,Role Electronics,Electronics,180.42,2024-08-13
224,37,Down Electronics,Electronics,110.03,2024-12-14
2,22,But Grocery,Grocery,32.05,2024-07-25
316,50,Relate Grocery,Grocery,297.91,2023-10-25
29,15,Role Beauty,Health & Beauty,8.69,2023-11-05
31,50,Relate Grocery,Grocery,33.32,2024-05-12
403,49,Former Grocery,Grocery,128.94,2023-05-16
389,37,Down Electronics,Electronics,133.42,2024-06-11
285,27,Affect Supplies,Pet Supplies,313.16,2023-12-18
334,35,Seven Kitchen,Home & Kitchen,11.99,2023-06-26
73,32,Pressure Grocery,Grocery,47.37,2023-02-23
224,16,Miss Outdoors,Sports & Outdoors,121.74,2024-11-12
128,2,Role Electronics,Electronics,122.29,2024-06-25
201,41,Cold Clothing,Clothing,46.41,2024-03-06
38,15,Role Beauty,Health & Beauty,87.64,2023-07-12
38,16,Miss Outdoors,Sports & Outdoors,288.74,2024-05-03
74,8,Build Outdoors,Sports & Outdoors,146.67,2023-05-21
202,37,Down Electronics,Electronics,105.84,2023-08-04
460,34,Stand Automotive,Automotive,25.06,2024-06-27
71,37,Down Electronics,Electronics,211.86,2023-12-03
412,17,Management Electronics,Electronics,77.54,2024-10-02
100,14,Full Kitchen,Home & Kitchen,168.2,2023-02-01
47,29,Worker Beauty,Health & Beauty,32.98,2023-10-07
466,31,Evening Beauty,Health & Beauty,82.91,2023-09-28
106,3,Create Supplies,Pet Supplies,141.5,2024-08-21
33,11,Benefit Games,Toys & Games,127.58,2024-03-25
59,45,Father Electronics,Electronics,347.27,2023-11-02
301,1,Smile Automotive,Automotive,289.24,2024-01-10
477,15,Role Beauty,Health & Beauty,249.47,2024-06-07
50,39,Television Books,Books,8.1,2023-08-09
148,50,Relate Grocery,Grocery,25.85,2023-01-12
224,3,Create Supplies,Pet Supplies,25.92,2023-02-21
43,25,Couple Games,Toys & Games,83.91,2024-04-24
334,42,Accept Books,Books,19.24,2023-10-04
204,9,Health Clothing,Clothing,416.67125,2023-12-13
488,7,Dark Outdoors,Sports & Outdoors,8.83,2023-02-20
116,5,Foreign Outdoors,Sports & Outdoors,16.08,2023-08-22
327,2,Role Electronics,Electronics,25.15,2024-01-03
323,9,Health Clothing,Clothing,164.24,2024-12-28
96,31,Evening Beauty,Health & Beauty,166.94,2024-08-10
66,19,Food Electronics,Electronics,198.06,2023-05-27
476,41,Cold Clothing,Clothing,158.51,2023-02-26
64,28,Voice Automotive,Automotive,12.2,2024-04-05
264,13,Different Kitchen,Home & Kitchen,23.37,2023-12-10
69,50,Relate Grocery,Grocery,27.37,2023-02-09
4,33,First Clothing,Clothing,84.3,2023-04-10
22,36,Citizen Beauty,Health & Beauty,116.43,2024-07-09
33,44,Around Outdoors,Sports & Outdoors,174.89,2023-11-26
34,44,Around Outdoors,Sports & Outdoors,46.61,2023-10-11
46,37,Down Electronics,Electronics,375.09,2023-11-28
372,31,Evening Beauty,Health & Beauty,96.07,2023-04-25
371,9,Health Clothing,Clothing,52.91,2023-02-14
82,36,Citizen Beauty,Health & Beauty,16.95,2024-06-22
355,45,Father Electronics,Electronics,104.4,2023-10-03
123,39,Television Books,Books,13.14,2024-07-16
310,46,School Kitchen,Home & Kitchen,19.18,2024-09-20
171,49,Former Grocery,Grocery,37.27,2024-10-02
246,24,Sign Supplies,Pet Supplies,23.47,2024-07-04
392,33,First Clothing,Clothing,115.22,2023-12-21
485,42,Accept Books,Books,416.67125,2023-04-24
277,17,Management Electronics,Electronics,277.6,2023-06-12
226,40,Guess Games,Toys & Games,76.09,2023-10-15
18,11,Benefit Games,Toys & Games,6.04,2024-11-16
362,9,Health Clothing,Clothing,28.24,2024-07-13
315,26,Last Supplies,Pet Supplies,41.95,2023-07-19
9,43,Over Games,Toys & Games,152.75,2024-05-24
199,2,Role Electronics,Electronics,12.67,2024-04-11
110,27,Affect Supplies,Pet Supplies,407.64,2023-05-20
305,35,Seven Kitchen,Home & Kitchen,31.18,2023-10-28
317,23,Line Kitchen,Home & Kitchen,25.11,2024-06-17
224,14,Full Kitchen,Home & Kitchen,140.03,2024-07-27
387,42,Accept Books,Books,153.23,2023-08-31
313,45,Father Electronics,Electronics,388.86,2024-03-11
212,37,Down Electronics,Electronics,30.88,2024-09-16
48,10,Police Clothing,Clothing,101.01,2023-07-06
60,47,Field Outdoors,Sports & Outdoors,325.83,2023-08-20
12,38,Important Clothing,Clothing,179.91,2023-09-30
416,50,Relate Grocery,Grocery,163.51,2024-08-25
74,36,Citizen Beauty,Health & Beauty,171.1,2023-06-02
54,9,Health Clothing,Clothing,94.64,2024-01-28
238,3,Create Supplies,Pet Supplies,147.23,2023-04-15
386,15,Role Beauty,Health & Beauty,322.92,2023-09-29
233,18,Police Outdoors,Sports & Outdoors,41.72,2023-12-28
71,45,Father Electronics,Electronics,149.54,2023-08-03
440,15,Role Beauty,Health & Beauty,67.53,2024-11-30
62,9,Health Clothing,Clothing,16.17,2023-03-13
379,13,Different Kitchen,Home & Kitchen,126.23,2023-04-05
201,6,Himself Kitchen,Home & Kitchen,31.06,2024-11-28
77,11,Benefit Games,Toys & Games,38.44,2023-03-21
308,39,Television Books,Books,15.18,2023-09-04
484,12,Manager Outdoors,Sports & Outdoors,25.91,2023-10-03
396,34,Stand Automotive,Automotive,33.7,2023-04-06
151,21,Move Automotive,Automotive,17.28,2023-05-11
195,26,Last Supplies,Pet Supplies,41.64,2024-10-13
102,29,Worker Beauty,Health & Beauty,48.04,2024-06-26
168,32,Pressure Grocery,Grocery,108.61,2023-05-18
375,26,Last Supplies,Pet Supplies,25.35,2023-05-31
294,21,Move Automotive,Automotive,85.46,2023-11-10
461,50,Relate Grocery,Grocery,114.49,2024-01-06
267,48,Drug Kitchen,Home & Kitchen,10.89,2023-01-01
295,38,Important Clothing,Clothing,168.03,2024-09-06
446,49,Former Grocery,Grocery,209.13,2023-02-13
14,9,Health Clothing,Clothing,5.25,2024-12-04
261,15,Role Beauty,Health & Beauty,48.76,2024-03-07
235,40,Guess Games,Toys & Games,416.67125,2024-03-17
86,49,Former Grocery,Grocery,52.56,2023-07-25
211,35,Seven Kitchen,Home & Kitchen,40.15,2024-09-08
168,17,Management Electronics,Electronics,31.24,2024-03-30
274,48,Drug Kitchen,Home & Kitchen,195.4,2024-06-01
150,39,Television Books,Books,145.42,2024-09-22
31,20,Church Books,Books,11.64,2023-12-07
78,3,Create Supplies,Pet Supplies,10.09,2023-08-04
334,10,Police Clothing,Clothing,36.0,2024-09-26
234,27,Affect Supplies,Pet Supplies,142.08,2024-11-21
3,46,School Kitchen,Home & Kitchen,14.64,2024-05-17
271,3,Create Supplies,Pet Supplies,416.67125,2024-09-19
116,3,Create Supplies,Pet Supplies,34.94,2023-09-04
378,10,Police Clothing,Clothing,164.43,2024-03-28
148,31,Evening Beauty,Health & Beauty,195.11,2023-01-03
149,21,Move Automotive,Automotive,48.97,2024-01-21
287,9,Health Clothing,Clothing,37.65,2024-02-19
340,50,Relate Grocery,Grocery,10.71,2023-04-23
158,21,Move Automotive,Automotive,214.82,2023-07-26
58,4,Worker Electronics,Electronics,190.77,2024-07-16
63,5,Foreign Outdoors,Sports & Outdoors,142.53,2024-03-10
59,28,Voice Automotive,Automotive,362.78,2023-06-24
75,24,Sign Supplies,Pet Supplies,46.7,2024-01-03
107,10,Police Clothing,Clothing,282.19,2024-11-19
237,26,Last Supplies,Pet Supplies,416.67125,2024-10-29
113,9,Health Clothing,Clothing,116.92,2023-05-02
252,2,Role Electronics,Electronics,258.32,2024-12-08
316,49,Former Grocery,Grocery,279.82,2023-08-20
164,23,Line Kitchen,Home & Kitchen,263.22,2023-06-07
312,36,Citizen Beauty,Health & Beauty,339.96,2023-08-01
345,19,Food Electronics,Electronics,416.67125,2023-01-06
396,18,Police Outdoors,Sports & Outdoors,114.95,2023-06-10
93,3,Create Supplies,Pet Supplies,48.19,2024-08-16
411,48,Drug Kitchen,Home & Kitchen,195.33,2024-06-15
391,15,Role Beauty,Health & Beauty,45.05,2023-07-14
229,19,Food Electronics,Electronics,139.24,2024-12-02
57,32,Pressure Grocery,Grocery,43.52,2024-03-04
299,14,Full Kitchen,Home & Kitchen,5.9,2023-04-03
465,37,Down Electronics,Electronics,297.13,2023-10-05
140,10,Police Clothing,Clothing,17.03,2024-05-17
336,37,Down Electronics,Electronics,65.9,2023-01-19
96,29,Worker Beauty,Health & Beauty,19.95,2023-06-06
415,49,Former Grocery,Grocery,180.86,2023-03-21
113,24,Sign Supplies,Pet Supplies,222.65,2023-07-20
271,45,Father Electronics,Electronics,137.4,2023-07-03
16,5,Foreign Outdoors,Sports & Outdoors,37.37,2023-09-28
119,3,Create Supplies,Pet Supplies,25.86,2024-04-01
335,30,Expect Books,Books,22.85,2023-05-15
44,4,Worker Electronics,Electronics,342.81,2024-12-10
321,9,Health Clothing,Clothing,223.01,2023-03-02
291,19,Food Electronics,Electronics,336.77,2023-03-18
450,6,Himself Kitchen,Home & Kitchen,5.94,2024-02-23
117,34,Stand Automotive,Automotive,84.25,2023-02-02
267,10,Police Clothing,Clothing,22.02,2024-06-20
442,9,Health Clothing,Clothing,274.9,2024-01-26
383,31,Evening Beauty,Health & Beauty,86.21,2024-08-27
51,31,Evening Beauty,Health & Beauty,81.24,2023-12-30
165,19,Food Electronics,Electronics,399.4,2023-09-16
480,14,Full Kitchen,Home & Kitchen,13.98,2023-08-27
132,3,Create Supplies,Pet Supplies,110.24,2023-06-18
184,33,First Clothing,Clothing,48.87,2024-11-24
356,9,Health Clothing,Clothing,18.27,2023-07-08
446,40,Guess Games,Toys & Games,198.96,2023-10-17
418,27,Affect Supplies,Pet Supplies,32.48,2023-10-06
85,40,Guess Games,Toys & Games,223.04,2023-10-03
177,23,Line Kitchen,Home & Kitchen,9.38,2024-12-16
270,26,Last Supplies,Pet Supplies,11.39,2024-09-25
166,34,Stand Automotive,Automotive,38.33,2023-01-10
76,35,Seven Kitchen,Home & Kitchen,27.89,2024-12-29
400,4,Worker Electronics,Electronics,115.79,2024-03-23
91,26,Last Supplies,Pet Supplies,92.39,2024-07-05
345,41,Cold Clothing,Clothing,224.99,2023-08-14
334,22,But Grocery,Grocery,7.02,2024-09-17
432,41,Cold Clothing,Clothing,14.83,2023-12-05
379,31,Evening Beauty,Health & Beauty,85.28,2023-02-28
371,4,Worker Electronics,Electronics,22.17,2024-07-12
358,44,Around Outdoors,Sports & Outdoors,23.9,2023-12-09
192,45,Father Electronics,Electronics,13.08,2024-07-22
227,17,Management Electronics,Electronics,280.63,2024-03-01
148,31,Evening Beauty,Health & Beauty,127.65,2024-06-26
313,26,Last Supplies,Pet Supplies,249.83,2024-12-20
323,32,Pressure Grocery,Grocery,89.64,2023-12-16
16,41,Cold Clothing,Clothing,37.11,2023-12-14
112,30,Expect Books,Books,109.77,2023-12-03
92,20,Church Books,Books,33.66,2023-01-03
243,13,Different Kitchen,Home & Kitchen,31.94,2024-10-16
492,48,Drug Kitchen,Home & Kitchen,43.52,2023-07-22
107,39,Television Books,Books,416.67125,2023-10-01
35,3,Create Supplies,Pet Supplies,332.04,2024-02-12
224,11,Benefit Games,Toys & Games,11.33,2023-03-09
179,15,Role Beauty,Health & Beauty,199.7,2023-08-06
442,34,Stand Automotive,Automotive,37.37,2024-07-08
473,48,Drug Kitchen,Home & Kitchen,16.99,2023-11-11
452,43,Over Games,Toys & Games,76.42,2024-10-30
4,6,Himself Kitchen,Home & Kitchen,103.97,2023-02-09
140,41,Cold Clothing,Clothing,6.65,2024-10-12
428,20,Church Books,Books,89.0,2023-02-08
46,7,Dark Outdoors,Sports & Outdoors,126.37,2023-04-06
86,50,Relate Grocery,Grocery,141.42,2023-04-05
424,19,Food Electronics,Electronics,110.93,2024-03-15
448,30,Expect Books,Books,187.73,2024-08-08
446,33,First Clothing,Clothing,226.27,2024-05-16
221,2,Role Electronics,Electronics,88.22,2024-11-02
202,24,Sign Supplies,Pet Supplies,416.67125,2023-10-01
263,20,Church Books,Books,43.54,2023-06-05
109,19,Food Electronics,Electronics,354.1,2023-10-07
279,18,Police Outdoors,Sports & Outdoors,148.96,2024-06-08
127,34,Stand Automotive,Automotive,144.35,2023-08-08
431,19,Food Electronics,Electronics,85.02,2023-09-13
64,49,Former Grocery,Grocery,31.63,2024-02-19
427,31,Evening Beauty,Health & Beauty,11.92,2023-11-05
376,39,Television Books,Books,44.82,2024-12-02
200,26,Last Supplies,Pet Supplies,17.66,2024-01-11
56,31,Evening Beauty,Health & Beauty,187.49,2024-05-29
498,29,Worker Beauty,Health & Beauty,333.29,2024-10-03
136,19,Food Electronics,Electronics,10.36,2023-09-25
362,26,Last Supplies,Pet Supplies,5.97,2023-06-09
436,31,Evening Beauty,Health & Beauty,169.42,2024-06-29
316,35,Seven Kitchen,Home & Kitchen,252.08,2024-11-08
333,33,First Clothing,Clothing,184.81,2023-04-11
273,19,Food Electronics,Electronics,18.82,2023-06-18
69,9,Health Clothing,Clothing,162.59,2024-01-30
220,31,Evening Beauty,Health & Beauty,113.79,2024-04-24
153,39,Television Books,Books,30.92,2023-08-22
155,9,Health Clothing,Clothing,26.6,2023-08-23
483,14,Full Kitchen,Home & Kitchen,44.57,2024-11-15
217,28,Voice Automotive,Automotive,55.99,2024-12-09
381,43,Over Games,Toys & Games,154.43,2023-08-28
136,32,Pressure Grocery,Grocery,175.17,2023-08-22
486,31,Evening Beauty,Health & Beauty,113.96,2023-09-20
70,39,Television Books,Books,27.61,2023-03-16
147,26,Last Supplies,Pet Supplies,223.14,2023-06-23
253,17,Management Electronics,Electronics,260.84,2024-06-05
118,37,Down Electronics,Electronics,173.88,2024-07-31
168,29,Worker Beauty,Health & Beauty,100.31,2024-01-25
336,10,Police Clothing,Clothing,48.96,2023-12-04
209,19,Food Electronics,Electronics,121.04,2023-08-18
130,20,Church Books,Books,309.88,2024-10-09
251,32,Pressure Grocery,Grocery,245.64,2024-06-17
186,9,Health Clothing,Clothing,267.26,2023-07-14
484,34,Stand Automotive,Automotive,44.27,2024-09-10
370,13,Different Kitchen,Home & Kitchen,39.31,2024-02-06
98,28,Voice Automotive,Automotive,72.2,2024-09-06
74,39,Television Books,Books,195.43,2023-06-08
340,3,Create Supplies,Pet Supplies,32.62,2024-01-27
68,28,Voice Automotive,Automotive,86.16,2023-02-25
280,3,Create Supplies,Pet Supplies,88.61,2024-06-17
242,4,Worker Electronics,Electronics,189.27,2024-05-04
408,10,Police Clothing,Clothing,76.88,2024-07-08
469,9,Health Clothing,Clothing,205.1,2023-06-04
471,17,Management Electronics,Electronics,416.67125,2024-12-30
56,20,Church Books,Books,123.2,2024-12-15
32,29,Worker Beauty,Health & Beauty,15.79,2023-04-02
414,49,Former Grocery,Grocery,77.53,2023-07-12
452,1,Smile Automotive,Automotive,150.79,2024-06-01
198,47,Field Outdoors,Sports & Outdoors,42.71,2024-05-28
379,30,Expect Books,Books,165.96,2024-07-15
480,41,Cold Clothing,Clothing,6.07,2024-12-16
356,26,Last Supplies,Pet Supplies,47.4,2023-06-10
238,5,Foreign Outdoors,Sports & Outdoors,109.31,2024-05-20
119,25,Couple Games,Toys & Games,194.25,2024-07-30
434,34,Stand Automotive,Automotive,13.82,2023-10-26
143,32,Pressure Grocery,Grocery,237.82,2024-10-31
119,33,First Clothing,Clothing,39.51,2024-09-26
169,39,Television Books,Books,31.99,2024-02-27
456,26,Last Supplies,Pet Supplies,18.25,2023-05-05
34,9,Health Clothing,Clothing,17.63,2023-07-06
455,28,Voice Automotive,Automotive,184.31,2024-03-21
28,44,Around Outdoors,Sports & Outdoors,118.69,2024-01-04
490,42,Accept Books,Books,10.11,2023-08-11
